id,content,rate,created_at,product_id,user_id
154,"These tab dividers are excellent. First off, it's a bargain. You get 5 sets of 8 dividers. The dividers are well made and seem durable. So, the idea behind these is that, instead of writing headers into tiny little pieces, you print off a main section header (template found in Wilson Jones Website) and then you put that page in a clear protective sleeves (included, for each set). If you have a well organized binder, this should work well. I like how this system works. I make up a lot of binder notebooks (one per case) and I am always annoyed every time I have to find little labels and then cut them and then make them fit into the little slots (!!!). With this, I only print one page and presto! No scissors, no folding over post it notes to make it fit, no aggravation. These work great.",5,,8,305
155,"I've been buying dividers for years for projects, kids, and committee binders. I usually buy the thin, plastic ones with the slip in tab. If you are still considering those, you need to change your mind and get these. They are super thick, super durable, and a great design.<br /><br />The tabs don't get written on, you put your tab titles on a sheet (templates provided) that sits in pocket in the back. So because the tabs are super clear, you read through the tab to the sheet. This makes it really easy to make a change without writing out a new tab filler or writing on and erasing each tab.<br /><br />This is a great system and to get 5 packs at this price is a bargain.",5,,8,361
156,"Great thinking outside the box.  Now you don't have to write on each tab, cut and insert them one by one.  All you need in a single page that shows all the tabs.  The template (chose View-Tab Dividers 8-Tab Landscape) available online is very easy to create.<br /><br />This is a lot of dividers, 5 sets with 8 dividers each.  The pages are color coded and super strong.",5,,8,265
157,"These are so much thicker and more durable than the usual brands you find.  If you go onto the Wilson Jones website, you can get a template for ease of use, too.  It's really handy to purchase one box and have several sets of dividers there.  The colors are bright, and nicer than the normal ones.  You can remove labels and reuse, which is also a plus.  My new go to dividers.",5,,8,279
158,"These are kinda pretty, and definitely high quality. The dividers are thick and the colors are attractive, and moving the tab names to a separate sheet of paper at the back that you can see through the tabs makes it easy to see what things are, while also creating a cleaner look overall (and a much less fussy and difficult result) vs the tiny tabs you have to slip into dividers to label them.<br /><br />These are actually solid enough and nice enough that I'm thinking of using one of the sets with some paper behind it basically like they were white boards, so I can quickly scribble some totally erasable notes (like quickly trying out a rough version of some math) before I go onto actual paper and start writing a clear and final version. I could easily see someone putting checklists behind them too, so you can check things off with a dry erase market and then wipe it clean at the next meeting or the next day when it's time to start over.<br /><br />The basic paper dividers that usually come in binders get the job done all right for many purposes, but if I were going to deliberately choose something I'd be looking for these. They're easier to use, I think they're likely to hold up longer, and they certainly look better.",5,,8,302
159,"Wilson Jones hit it out of the ballpark with the View-Tab Transparent Dividers.  Sold in a package of 5 sets of 8-Tabbed dividers, it's a breeze to assemble what you need quickly.  Just use the online template to create a sheet of your tab names and print it, thereby allowing you to view each tab from the rear sheet without actually writing, printing or sticking adhesive labels on the physical dividers.  For me, the only weakness is that unless a reversed page is created for the front of the binder, the identification of the tab requires an additional step to figure out.  The curve of each tab is more comfortable for me than angular tabs and I really love being able to also have a clear view at the first page beneath each divider.  This opens the door to creativity in designing the pages.  I'm certain these will hold up well and am also impressed at the affordability when these are purchased in a package of 5.  I also really like the colors.",5,,8,406
160,Sturdy and professional looking these dividers fit the bill for a gamut of uses. They are far nicer than any I have ever used before (but their price tag also reflects that) I would recommend them for business or home usage and also for school during the older years. The colors are crisp and the pages feel like they will last for years of use. I personally am not highly keen on the template that lines up with the tabs which took me away from giving them a 5 star rating.,4,,8,226
161,"I really like the high quality of these view tabs with transparent dividers.  For a lot of my work, I will want to be dividing it up into logical sections.  The small school-type tabs that have simple paper inserts are way not what I had in mind.  The Wilson Jones version of tabs are perfect for what I need.<br /><br />One thing I like about them, apart and aside from the durability factor, is that if I want I can continually change the title pages and tabs when the need arises.  There are five sets in this box, plenty for the workplace setting and more than enough for my research purposes.<br /><br />I’ve checked out the templates that are offered and the options are more than enough to suit most needs.  You can work in landscape or portrait mode.  You can download templates into Word or you can customize and print them out.  I liked the assortment of templates, from fun ones to professional.<br /><br />I love the colors, which are slightly different from the standard ones around.  They are just eye-catching enough for personal use, but not overly done and can be used professionally for presentations.  I have yet to decide my tab titles and pick the designs, but am way pleased with everything about these sets.<br /><br />WILSON JONES:<br /><br />[[ASIN:B00006ICF7 Wilson Jones View-Tab Transparent Dividers]]<br /><br />[[ASIN:B004HY63Z6 Wilson Jones WorkStyle Erasable-Tab Index Dividers]]<br /><br />[[ASIN:B004HYBIU6 Wilson Jones Cut and Sewn Binder, Round Rings]]<br /><br />[[ASIN:B0033UPQ9Y Wilson Jones WorkStyle Cut and Sewn Round Ring Binder]]<br /><br />[[ASIN:B004L3YVP2 Wilson Jones Minute Book, Bound, Locking Spine]]<br /><br />[[ASIN:B001Q4JMBC Wilson Jones Ring Ledger Sheets, 5 x 8.5 Inches]]<br /><br />[[ASIN:B0001J3R3C Wilson Jones 362 Basic Round Ring View Binder]]<br /><br />[[ASIN:B000087LHM Wilson Jones ColumnWrite Columnar Pad]]<br /><br />[[ASIN:B00006IEPY Wilson Jones 812 Telephone Address Book, Round Ring]]<br /><br />[[ASIN:B004HY9ILM Wilson Jones Ring Ledger Binder, 1 Inch Capacity, 5.5 x 8.5 Inch Size, Blue]]nes Ring Ledger Binder, 1 Inch Capacity, 5.5 x 8.5 Inch Size, Blue]]",5,,8,301
162,I was very happy with this composition book. This is the classic book used by students in so many classes. I was very happy with the thickness of the paper. A lot of the products today come with very  thin paper but this paper seemed thicker. The cover was thick  and durable. It had some useful info in the covers. I would recommend this product.,5,,9,167
163,"This is a fairly nice composition book, with two-hundred pages on which to write. Each page provides about twenty-five lines. Printed at the front is a chart  for creating schedule notes. Additionally, the back page features a twelve-column and twelve-row multiplication table, a handy conversion chart, and grammar rules for the modern illiterate.",4,,9,322
164,"The Mead Composition Book is the classic black marbled composition book that students use from elementary school on up. Unfortunately, the one that I received already had a couple of issues that make me question the day-to-day durability of the current version. The black tape binding is already starting to peal a little and the front and back cover have wrinkles in them.<br /><br />It's not too much of a deterrent for me because I like to use these basic composition books and jazz them up a bit for my daughter. I use scrapbook paper and customize them for her current favorite colors/themes. Each notebook can easily be customized for the different subjects. I've even made her a pretty journal for recording life events.<br /><br />The pages are the typical weight of lined paper these days. It would be nice if the pages were a little heavier as the writing on one side tends to show on the other side, but it's not a huge deal.<br /><br />I do want to point out that it's a good idea to shop around for these as the prices can vary greatly, and I feel that over $5 for a basic composition book is definitely too much.",3,,9,105
165,"4.5 stars, actually. I received the wide ruled notebook. It's a classic composition notebook with sewn binding. The paper feels good, though it is a bit smoother than I like. I prefer paper with just a tad more bite, personally. It has a place to write a schedule on the inside front cover and information on the inside back cover, such as a multiplication table and metric conversion chart. What I don't like, and the reason I took a half star off, is the cover is really glossy inside and out. It makes it difficult to write on with anything other than a permanent marker. It's not a huge deal. The notebook in general is good and is just as good as the ones I remember from when I was in school *ahem* years ago.",4,,9,218
166,Great product.  Well made and pages are not too thin,4,,9,303
167,"These composition books are great. They are well made and have handy reference material in the covers.  Paper quality is good for going to school, even for younger children who need to erase and correct often.<br /><br />My only complaint is that buying them online is more expensive then going to the local store, especially during a back to school sale.",4,,9,276
168,"This  classic composition book  has stood the test of time. There are one hundred wide ruled pages and the binding is secure. A scheduler is located  on the inside front cover and the inside back cover features basic academic information, i.e.., metric conversions, multiplication tables, parts of speech. It may not be sexy but it is durable and functional. Shop around because you usually can find these at a significantly lower price. This is a basic, old school standard that does its job, plain and simple. You can find flashier but none more functional.",4,,9,191
169,"The Mead Composition book in Wide Ruled format is a good value. It has 100 sheets for actual 200 pages of writing. My writing is rather large, so the wide ruled format works well for me. Some teachers prefer college ruled, so be sure to find how which is needed for a class. I like the book binding (sewn in) as opposed to glued to the edge. It makes for a sturdy book that can hold up to some abuse.<br /><br />I use these types of notebooks for a myriad of uses - story ideas, working through recipes (what went right, what went wrong, etc.) I don't use them for throw away notes because I can use post its for those. This is meant for information you want to keep in one spot.<br /><br />I'll certainly buy more of this product in the future.",5,,9,259
170,"My daughter has used these in the past. Although they lasted the entire school year or her, the covers were well worn by the end of the season.<br /><br />This composition book contains 100 sheets of paper that can be used on each side which amounts to 200 pages you can write on. The pages are bound into the book & are not meant to be removed. Each sheet of paper is a tad thicker than what is found in most loose leaf paper packages. The cover is stiff cardboard that can take some abuse. By the end of the school year, it will definitely look like it's been used.  Wide ruled paper is commonly used by elementary grade students.<br /><br />Of course a composition book like this can be used for other purposes...diary, record keeping, notes, etc.<br /><br />A class schedule chart is printed on inside cover so you can fill in your schedule to see at a glance; multiplication table, conversion table and grammar rules are printed on the inside back cover.<br />The composition book measures 9.75 x 7.50 x .44 inches overall.<br /><br />You might want to check local prices before purchasing this online.",4,,9,368
171,"This is your basic composition book.  There isn't anything wrong with it but I debated 4 stars vs 3 stars because of the price alone online.  If you are going to buy these, buy the 12 pack at least because you get more for your money.  Buying one at over $5 is a rip off in my opinion since you can go into any store locally and buy them at a dollar each or even less sometimes.<br /><br />But pricing aside...  The cover is kind of a plastic-y cardboard material.  Fairly durable.  More-so than your typical spiral notebook cover.  Binding seems so-so.  I think it will hold up.<br /><br />Paper seems a little thin but I think it's on par with how all paper is these days.  I think a lot of companies are thinning out their paper just as so many companies are putting less product in their packages etc... it's just the nature of the economy I guess.",4,,9,374
172,Very nice composition book. I am using it to keep my bookkeeping numbers in(no I don't put everything in my computer-some things I like to do it the old fashioned way).  Perfect color and size to fit all of my needs.<br /><br />Would buy in the future.,4,,9,79
173,"Perhaps we are in the last leg of these notebooks. With all tablets and smartphones are these a dying breed. Hope not. These are high quality and my daughter loves them. Fantastic deal while you get them. Papers are hard, works great with both fountain pens, ballpoint pens and pencils.",5,,9,230
174,"Whether as a student, teacher or writer, composition books have served me well through the years. I looked forward to filling each and every one full of ideas, notes, drawings, doodles and even compositions. Memories of the looks on elementary school students's faces when they received their first BIG KID composition book were priceless acknowledgements of this (w)rite of passage.  Those kids could rough them up, the dogs could gnaw and the composition books survived worn and tattered. Just as those days are long gone, so is the quality Mead gave to them. Ranging from the binding tape to the paper and the sturdy cardboard protective covering, the quality is just OK compared to the stellar quality from yesteryear.<br /><br />Composition books were made to be used, stored for years and referred to years later. Don't hold your breath expecting that from these. Built-in obsolescence now resides within these noble Black Marble covers...heavy sigh. One must move on to find another brand to give one back the joy of actually writing. Excuse me while I refill the inkwell for my quill pen and ponder my next move.",3,,9,42
175,"I purchased the [[ASIN:B00D3T4OHK Mead Black Marble Composition Notebook, Wide Ruled, 100 Sheets, 9.75 x 7.5 Inch Sheet Size, 5 Pack (72368)]] for $6.50 from Amazon for Back-to-School this year.  The 5-pack was a great price at under $7 (even better than WalMart/Target locally).  My son has used these composition books for 3 years now.  They have always held up to a full year of use.  Will continue to buy these.",5,,9,355
176,"Some of the other reviews noted defects or problems with their notebooks so I thumbed through mine to check for the issues (pages sticking together, damaged, or dirty/worn). My notebook arrived in perfect condition. I'm wondering if there is a higher chance of damage based on who sends it to you or where you buy your notebook. I can only say that mine had clean pages that moved freely. The paper is fine. It's not high quality bond, but this is a notebook which is likely to be used for school notes and later thrown away. If you want something for more permanent writing, a (more expensive) journal book would be a better choice.<br /><br />The notebook is relatively standard except for a few features. The cover is plastic and fairly tough. The &#34;Five Star&#34; brand's advertising shows a goat and a dog fighting by gripping opposite sides with their teeth so the notebooks are designed to be tougher than usual cardboard covered ones. It also has a pocket with a reinforced (laminated) upper edge in the front. I'd prefer the pocket were in the back so it didn't have to be move each time one opens the notebook (and so pages in the pockets didn't weight down the cover/front). There is also the varying colors problem that some others have mentioned. I got a nice light blue one, but others have gotten hot pink and you can't choose the color. This is a small point, but you may want to consider that you may get a color that you hate.<br /><br />The binding is better than cheap ones in that the top and bottom have little closed loops to stop the metal spiral from working its way out. Cheaper binders often have inadequate loops or just a bend that doesn't hold. I think you'd need pliers to undo this one. The main issue with this is that the Amazon price is somewhat (about 35%) higher than several other outlets. The price at the time of this review is $3.31, but OfficeMax online is offering the exact same binder for $2.59.",4,,10,364
177,"In my opinion, Five Star makes the highest quality, yet still affordable, notebook. The plastic cover is incredibly durable and can withstand a lot of abuse. I find that the spiral spine does bend over time, but it still lasts a while (and a lot longer than some cheaper brands). I like the pockets for holding loose papers on the inside, and the college-ruled paper is less flimsy than other notebooks. There are cheaper products out there, but if you are looking for a notebook that will last, Five Star has you covered.",5,,10,104
178,"I've been carrying this notebook around in my tote bag for over a month, and it still looks brand new.  The polyethylene cover is very durable, and the spiral hasn't bent even though I carry a lot of other items in the bag.  I especially like the reinforced storage pockets for storing random papers, receipts, etc.",5,,10,343
179,"I have been using Mead and Five star binders for so many years I cant remember when I started buying them. Nice ruled paper has a couple of pockets for pens, paper clips, etc...It has a nice solid feel to it when you are caring it.<br /><br />Will be buying in the future!",4,,10,79
180,"I just gave Mead some grief in a zipper binder over declining quality, but won’t be doing that here.<br /><br />The 5 star notebook is still the workhorse I favored for my own use in college.  My kids get a lot of the twenty cent cheapie notebooks that the office and department stores tout going into the school year, but those notebooks have thin paper covers and wire spiral binding that starts to unravel early on.<br /><br />By comparison, Mead Five Star is the “serious” notebook, whether for college or just as a recognition of your middle schooler/high schooler’s work ethic.  Front cover is plastic, back very thick cardboard, and the spiral binding is noticeably tough – coated vs. wirey.  It even has one high quality cardboard pocket inside the front cover for loose papers, and the top edge of that pocket is reinforced with plastic.<br /><br />Good on Mead for keeping up the quality with their flagship product.  Now about those zipper binders…",5,,10,415
181,"Really like this spiral notebook.  The cover is a kind of plastic, making it sturdier and more long lasting than the ones with paper covers.  There are nice quality folders inside for tucking in loose pieces of paper.  100 sheets.  Great for school or home use. I'd definitely buy more and recommend to students.",5,,10,281
182,"As noted by a variety of reviewers, when you order this notebook, please know that you will receive a color at random. We ended up with bright white. And, yes, you could end up with a pink one (which, understandably, will not be acceptable for those who require this for a more professional environment).<br /><br />These are just like you remember, so that means to be super careful with the metal spiral. Start playing with that and expect pulls in your clothing and backpack. (I had professors who did not allow these for that reason ... we had to buy marble composition books instead).<br /><br />The pockets are nice ... but as we all know, the do tear pretty quickly.",3,,10,357
183,"While this product is very sturdy and contains an inside pocket for loose paper, I find it hard to believe that the original price is nearly $7.00 each.  I would purchase this again IF I was going to use it for classes or to carry from home to other places but it is definitely &#34;overpriced&#34; for what I purchased five of them for, just to make shopping lists and other uses in my home.",3,,10,208
184,"This is a nice spiral notebook. The covers are moisture resistant and what I really like is that the college ruled paper has a perforated line so that when kids want to pull the sheets out, they don't have that ripped/shredded edge that other spiral notebooks give you that don't have this feature.<br /><br />The paper also comes with 3-holes for slipping into notebooks. And the bright blue color that I received was cheerful and pleasant.<br /><br />Shop for the best price.",4,,10,246
185,"Indeed, the Mead Five Star Spiral Notebook is built much better than the spiral notebooks I used in high school and college.  It is built to last.  What I noticed foremost is that the spiral wire won't unravel at the ends because the wire has been tied or locked.  With all my old notebooks, the spiral wire always began to unwind at the ends and its sharp edges would either cut my skin or snag on my clothing.  This was very annoying, and painful.<br /><br />  Next, I noticed that the notebook's two pockets are reinforced to prevent tearing.  In my school days, the thin pockets always tore after a few months.  With the new notebook, transparent tape has been added at the top edges of each pocket to delay this from happening.  Also, I noticed that the front cover has a special slick coating that has been added to make it waterproof.  Furthermore, the back cover appears to be constructed of a much thicker cardboard than what my old notebooks had.<br /><br />  I highly recommend these notebooks for students.  I wish my notebooks had been more like these when I was going to school.  My Hallmark club, the Gift Bearers Collectors Club, buys school supplies for needy children.  I will make sure that notebooks such as the Mead Five Star Spiral Notebook are added to our list of essential items.  The notebooks come in a variety of beautiful colors that are appropriate for children of both genders and all ages.<br /><br />Joseph B. Hoyos",5,,10,228
186,Sturdy and well made notebook is holding up nicely so far.  The cover is durable and still looks great after a month of daily use and carrying in my backpack.  The storage pockets inside the notebook are a plus and the pages tear out easily and cleanly.  I highly recommend this notebook.,5,,10,48
187,"The basics:<br /><br />Cover: Thick, bendable plastic(seems sturdy)<br /><br />Paper: College ruled, one subject, 100 sheets, &#34;easy tear line&#34;<br /><br />Back: Thick Cardboard<br /><br />Extras: Comes with a &#34;pocket page&#34; in the front that has a pocket on each side",4,,10,261
188,"I've liked Five Star products for a few years now because they seem to be of a little better quality than other notebooks. This one is quite sturdy, with thick plastic on the front and a much thicker cardboard backing than I've found in other brands. The pockets in the front are reinforced along the top edge, so they're less likely to tear at the corners. The only reason I can't give this five stars is because the paper seems a lot thinner and more flimsy than the paper I remember from older Five Star notebooks. Still, the paper is better than in other currently available notebooks, and the perforations are stronger, so pages are not as likely to tear out when you don't want them to.",4,,10,198
189,This is a nice looking notebook. It is a step above other notebooks in that it has a spot for you to be able to put loose papers in into an internal folder. It's almost like a folder/notebook combination. This is very useful for something who mainly just needs a notebook but then wants a place to put a few papers. Great for class. It felt very sturdy. comes in a lot of colors. I would recommend it.,5,,10,167
190,"Love it, sturdy works well.",5,,11,113
191,Perfect!,5,,11,187
192,Great for the office,5,,11,47
193,Excellent Product and great shopping experience.,5,,11,91
194,"Works great.  Nothing fancy.<br /><br />I really need to get something to organize all my office papers, and these work great.",5,,11,122
195,great for using in my classroom!,4,,11,125
196,As advertised,5,,11,173
197,"100 manila folders in a cardboard box, all arrived in good condition. Great price! I would buy again for $9 bucks. I will certainly thank myself when I'm not searching around for papers.",5,,11,10
198,none,5,,11,133
199,,5,,11,82
200,,4,,11,138
201,,5,,11,33
202,,5,,11,76
203,,4,,11,146
204,,5,,11,2
205,,5,,11,108
206,,3,,12,7
207,,5,,12,246
208,,5,,12,44
209,,5,,12,4
210,,2,,12,69
211,,4,,12,415
212,,5,,12,157
213,,5,,12,32
214,,5,,12,135
215,,5,,12,50
216,,5,,12,327
217,,5,,12,182
218,,5,,12,20
219,,5,,12,144
220,,5,,12,53
221,,5,,12,125
222,,5,,13,229
223,,5,,13,144
224,,5,,13,72
225,,5,,13,113
226,,5,,13,65
227,,5,,13,162
228,,5,,13,219
229,,5,,13,146
230,,5,,13,155
231,,5,,13,385
232,,5,,13,173
233,,5,,13,327
234,,5,,13,130
235,,5,,13,253
236,,4,,13,196
237,,5,,13,89
238,,5,,13,122
239,,5,,13,319
240,,5,,13,264
241,,5,,13,187
242,,5,,13,184
243,,5,,13,106
244,,5,,13,170
245,,4,,13,336
246,,5,,13,1
247,,5,,13,50
248,,5,,13,5
249,,5,,13,7
250,,5,,13,20
251,,5,,13,29
252,,5,,13,13
253,,5,,14,89
254,,5,,14,177
255,,4,,14,262
256,,4,,14,415
257,,5,,14,382
258,,4,,14,197
259,,1,,14,79
260,,5,,14,277
261,,5,,14,50
262,,4,,14,239
263,,4,,14,64
264,,5,,14,375
265,,3,,14,109
266,,5,,14,225
267,,4,,14,307
268,,5,,14,420
269,,4,,14,405
270,,4,,14,301
271,,5,,14,167
272,,5,,14,32
273,,5,,14,2
274,,5,,14,295
275,,5,,15,399
276,,5,,15,346
277,,5,,15,205
278,,5,,15,219
279,,5,,15,151
280,,3,,15,129
281,,5,,15,117
282,,3,,15,359
283,,5,,15,266
284,,5,,15,211
285,,5,,15,224
286,,4,,15,30
287,,5,,15,59
288,,5,,15,31
289,,5,,15,154
290,,1,,15,68
291,,5,,15,60
292,,4,,15,321
293,,4,,15,303
294,,5,,15,38
295,,5,,16,154
296,,4,,16,345
297,,4,,16,321
298,,5,,16,296
299,,5,,16,9
300,,5,,16,369
301,,4,,16,138
302,,5,,16,166
303,,5,,16,77
304,,5,,16,330
305,,5,,16,67
306,,4,,16,196
307,,5,,16,40
308,,5,,16,113
309,,5,,16,89
310,,3,,17,262
311,,4,,17,28
312,,5,,17,247
313,,4,,17,325
314,,5,,17,259
315,,3,,17,197
316,,5,,17,403
317,,5,,17,402
318,,5,,17,307
319,,5,,17,192
320,,5,,17,398
321,,5,,17,286
322,,4,,17,272
323,,4,,17,87
324,,5,,17,201
325,,4,,17,322
326,,4,,17,276
327,,5,,18,342
328,,3,,18,360
329,,5,,18,194
330,,5,,18,288
331,,4,,18,207
332,,5,,18,214
333,,4,,18,293
334,,5,,18,216
335,,3,,18,416
336,,5,,18,356
337,,4,,18,364
338,,4,,18,305
339,,5,,18,54
340,,4,,18,406
341,,5,,18,233
342,,5,,18,115
343,,5,,18,259
344,,4,,19,355
345,,5,,19,256
346,,5,,19,382
347,,4,,19,410
348,,5,,19,16
349,,5,,19,232
350,,4,,19,279
351,,4,,19,300
352,,4,,19,197
353,,5,,19,319
354,,5,,19,94
355,,3,,19,191
356,,5,,19,165
357,,4,,19,340
358,,5,,19,296
359,,5,,19,286
360,,4,,20,194
361,,5,,20,107
362,,3,,20,366
363,,5,,20,279
364,,4,,20,375
365,,4,,20,261
366,,3,,20,300
367,,5,,20,197
368,,4,,20,361
369,,4,,20,79
370,,5,,20,115
371,,5,,20,340
372,,4,,20,341
373,,4,,20,198
374,,3,,20,61
375,,4,,20,43
376,,3,,20,209
377,,4,,20,307
378,,4,,20,228
379,,5,,21,18
380,,4,,21,197
381,,4,,21,178
382,,3,,21,186
383,,4,,21,366
384,,5,,21,281
385,,3,,21,209
386,,4,,21,247
387,,5,,21,204
388,,5,,21,148
389,,5,,21,16
390,,4,,21,272
391,,4,,21,274
392,,4,,21,352
393,,4,,21,343
394,,4,,21,297
395,,3,,21,192
396,,5,,21,256
397,,4,,21,279
398,,4,,21,307
399,,3,,21,320
400,,4,,22,378
401,,4,,22,87
402,,5,,22,115
403,,5,,22,209
404,,4,,22,199
405,,4,,22,156
406,,4,,22,219
407,,5,,22,197
408,,5,,22,172
409,,4,,22,273
410,,5,,22,49
411,,4,,22,285
412,,4,,22,322
413,,5,,22,216
414,,5,,22,393
415,,5,,22,366
416,,4,,22,375
417,,5,,22,276
418,,3,,22,132
419,,4,,22,142
420,,5,,22,351
421,,5,,22,262
422,,5,,23,2
423,,5,,23,74
424,,5,,23,330
425,,4,,23,78
426,,5,,23,317
427,,5,,23,59
428,,5,,23,173
429,,5,,23,47
430,,5,,23,5
431,,5,,23,51
432,,5,,23,80
433,,5,,23,224
434,,5,,23,166
435,,4,,23,169
436,,5,,24,11
437,,5,,24,23
438,,5,,24,95
439,,5,,24,268
440,,5,,24,269
441,,5,,24,217
442,,5,,24,102
443,,2,,24,321
444,,5,,24,149
445,,5,,24,413
446,,5,,24,63
447,,5,,24,161
448,,5,,24,164
449,,5,,24,336
450,,5,,24,86
451,,4,,24,355
452,,5,,24,406
453,,5,,24,382
454,,3,,24,208
455,,4,,24,196
456,,5,,24,307
457,,5,,24,323
458,,5,,24,20
459,,4,,25,294
460,,2,,25,331
461,,5,,25,326
462,,4,,25,160
463,,5,,25,170
464,,2,,25,333
465,,5,,25,319
466,,5,,25,292
467,,5,,25,114
468,,5,,25,149
469,,5,,25,141
470,,5,,25,203
471,,5,,25,353
472,,5,,25,285
473,,5,,25,206
474,,5,,25,188
475,,4,,25,214
476,,4,,25,125
477,,4,,25,358
478,,5,,25,363
479,,5,,25,55
480,,5,,25,153
481,,4,,25,303
482,,5,,25,308
483,,5,,25,63
484,,5,,25,66
485,,5,,25,230
486,,5,,25,9
487,,4,,25,69
488,,5,,26,223
489,,5,,26,322
490,,5,,26,256
491,,5,,26,375
492,,5,,26,276
493,,5,,26,197
494,,4,,26,156
495,,5,,26,115
496,,4,,26,349
497,,5,,26,219
498,,5,,26,356
499,,4,,26,209
500,,5,,26,142
501,,4,,26,285
502,,4,,26,132
503,,5,,26,34
504,,5,,26,172
505,,5,,26,201
506,,5,,26,87
507,,4,,26,307
508,,4,,26,273
509,,5,,26,274
510,,5,,27,259
511,,5,,27,299
512,,5,,27,41
513,,5,,27,168
514,,5,,27,297
515,,5,,27,183
516,,5,,27,83
517,,5,,27,265
518,,1,,27,226
519,,5,,27,110
520,,5,,27,159
521,,5,,27,323
522,,5,,27,185
523,,5,,27,334
524,,5,,27,100
525,,5,,27,418
526,,5,,27,180
527,,5,,27,119
528,,5,,27,291
529,,5,,27,423
530,,5,,27,174
531,,5,,27,237
532,,5,,27,195
533,,5,,27,173
534,,5,,27,362
535,,5,,27,34
536,,5,,27,223
537,,5,,27,383
538,,5,,27,22
539,,5,,27,361
540,,2,,28,278
541,,5,,28,115
542,,5,,28,142
543,,4,,28,287
544,,4,,28,298
545,,5,,28,307
546,,3,,28,256
547,,2,,28,361
548,,3,,28,359
549,,3,,28,86
550,,5,,28,104
551,,5,,28,184
552,,4,,28,261
553,,2,,28,305
554,,3,,28,387
555,,4,,28,279
556,,5,,28,167
557,,4,,28,197
558,,4,,28,318
559,,5,,28,366
560,,4,,29,261
561,,5,,29,201
562,,3,,29,87
563,,4,,29,156
564,,5,,29,349
565,,4,,29,273
566,,4,,29,209
567,,5,,29,172
568,,5,,29,322
569,,5,,29,366
570,,5,,29,274
571,,3,,29,262
572,,5,,29,197
573,,4,,29,285
574,,5,,29,276
575,,4,,29,219
576,,4,,29,272
577,,3,,29,378
578,,5,,29,356
579,,5,,29,115
580,,4,,30,375
581,,5,,30,361
582,,4,,30,293
583,,5,,30,83
584,,3,,30,215
585,,3,,30,48
586,,5,,30,79
587,,5,,30,416
588,,1,,30,247
589,,5,,30,2
590,,5,,30,297
591,,5,,30,128
592,,4,,30,156
593,,4,,30,367
594,,3,,30,302
595,,5,,30,256
596,,4,,30,307
597,,5,,30,289
598,,4,,30,42
599,,5,,31,353
600,,5,,31,95
601,,5,,31,22
602,,5,,31,252
603,,4,,31,348
604,,5,,31,17
605,,5,,31,40
606,,5,,31,150
607,,5,,31,255
608,,4,,31,175
609,,5,,31,413
610,,5,,31,23
611,,4,,31,308
612,,5,,31,323
613,,4,,31,66
614,,5,,31,411
615,,5,,31,70
616,,4,,31,10
617,,4,,32,303
618,,4,,32,291
619,,5,,32,184
620,,5,,32,65
621,,5,,32,39
622,,5,,32,262
623,,5,,32,324
624,,4,,32,53
625,,3,,32,348
626,,5,,32,311
627,,5,,32,168
628,,5,,32,327
629,,5,,32,75
630,,5,,32,406
631,,5,,32,147
632,,5,,32,160
633,,5,,32,398
634,,5,,32,395
635,,5,,32,323
636,,5,,32,383
637,,5,,32,219
638,,5,,32,230
639,,5,,32,265
640,,5,,32,274
641,,4,,32,224
642,,5,,32,374
643,,5,,32,9
644,,5,,32,214
645,,5,,32,229
646,,5,,33,279
647,,4,,33,261
648,,5,,33,83
649,,4,,33,360
650,,4,,33,262
651,,4,,33,354
652,,5,,33,375
653,,5,,33,406
654,,5,,33,259
655,,5,,33,284
656,,5,,33,278
657,,5,,33,219
658,,5,,33,265
659,,4,,33,366
660,,4,,33,223
661,,4,,34,191
662,,5,,34,322
663,,4,,34,273
664,,5,,34,259
665,,4,,34,156
666,,4,,34,272
667,,5,,34,406
668,,3,,34,216
669,,3,,34,364
670,,4,,34,209
671,,2,,34,105
672,,4,,34,139
673,,5,,34,356
674,,4,,34,309
675,,4,,35,191
676,,4,,35,239
677,,3,,35,317
678,,5,,35,204
679,,5,,35,197
680,,4,,35,286
681,,4,,35,322
682,,5,,35,375
683,,3,,35,338
684,,4,,35,265
685,,5,,35,259
686,,5,,35,83
687,,5,,35,42
688,,4,,35,364
689,,3,,35,417
690,,3,,36,216
691,,4,,36,272
692,,4,,36,36
693,,4,,36,262
694,,4,,36,361
695,,4,,36,169
696,,5,,36,259
697,,3,,36,207
698,,4,,36,167
699,,5,,36,2
700,,4,,36,139
701,,3,,36,209
702,,5,,36,364
703,,5,,36,356
704,,4,,36,190
705,,5,,37,194
706,,5,,37,204
707,,5,,37,216
708,,4,,37,273
709,,5,,37,398
710,,4,,37,209
711,,5,,37,356
712,,5,,37,233
713,,5,,37,386
714,,5,,37,54
715,,3,,37,259
716,,5,,37,115
717,,5,,37,34
718,,4,,37,62
719,,4,,38,413
720,,5,,38,356
721,,5,,38,204
722,,2,,38,386
723,,4,,38,273
724,,5,,38,54
725,,4,,38,48
726,,5,,38,233
727,,5,,38,351
728,,3,,38,87
729,,5,,38,115
730,,3,,38,259
731,,5,,38,216
732,,5,,38,194
733,,5,,38,34
734,,5,,39,415
735,,4,,39,359
736,,5,,39,302
737,,5,,39,373
738,,5,,39,375
739,,5,,39,307
740,,5,,39,209
741,,5,,39,364
742,,5,,39,261
743,,5,,39,361
744,,5,,39,296
